activation_start,cancel_time,exit_time,n_total,n_traded,n_cancelled,trigger_rate,n_win,n_loss,n_time_exit,win_rate,loss_rate,time_exit_rate,expectancy_r,mean_pnl_r,median_pnl_r,profit_factor,max_single_loss_r,avg_hold_bars,target_hit_rate,stop_hit_rate,vs_baseline_expectancy_r,slippage_adj_expectancy_r
13:15,13:30,14:30,5760,3589,2171,0.6230902777777778,253,1,3335,0.0704931735859571,0.00027862914460852607,0.9292281972694344,0.773011017860185,0.773011017860185,0.6757872715260965,506.0,-1.0,62.67205349679576,0.0704931735859571,0.00027862914460852607,0.34507838735513663,0.673011017860185
13:15,13:30,15:45,5760,3589,2171,0.6230902777777778,301,7,3281,0.08386737252716635,0.0019504040122596824,0.914182223460574,0.7712444322672689,0.7712444322672689,0.6829145542255236,86.0,-1.0,126.57035385901365,0.08386737252716635,0.0019504040122596824,0.34331180176222054,0.6712444322672689
13:15,13:30,MOC,5760,3589,2171,0.6230902777777778,318,8,3263,0.08860406798551128,0.0022290331568682086,0.9091668988576205,0.7674386533046456,0.7674386533046456,0.6906692168299261,79.5,-1.0,140.02145444413486,0.08860406798551128,0.0022290331568682086,0.3395060227995972,0.6674386533046456
13:45,14:00,14:30,5760,3646,2114,0.6329861111111111,245,0,3401,0.06719692814042787,0.0,0.9328030718595721,0.7663421366429762,0.7663421366429762,0.6595925917320908,,-0.7424919693170915,37.61190345584202,0.06719692814042787,0.0,0.33840950613792786,0.6663421366429763
13:45,14:00,15:45,5760,3646,2114,0.6329861111111111,298,2,3346,0.08173340647284695,0.0005485463521667581,0.9177180471749863,0.764836022893611,0.764836022893611,0.6729864070936984,298.0,-1.0,101.75534832693363,0.08173340647284695,0.0005485463521667581,0.3369033923885626,0.664836022893611
13:15,13:30,15:30,5760,3589,2171,0.6230902777777778,286,4,3299,0.07968793535803845,0.0011145165784341043,0.9191975480635275,0.7634196102613772,0.7634196102613772,0.6669244340206582,143.0,-1.0,113.31903037057677,0.07968793535803845,0.0011145165784341043,0.3354869797563288,0.6634196102613772
13:45,14:00,MOC,5760,3646,2114,0.6329861111111111,315,3,3328,0.0863960504662644,0.0008228195282501371,0.9127811300054854,0.760878019419931,0.760878019419931,0.683282119190554,210.0,-1.0,115.25342841470105,0.0863960504662644,0.0008228195282501371,0.3329453889148827,0.6608780194199311
13:15,13:30,15:15,5760,3589,2171,0.6230902777777778,276,3,3310,0.07690164391195319,0.0008358874338255781,0.9222624686542212,0.7589347929639918,0.7589347929639918,0.6689572172749655,184.0,-1.0,100.43856227361383,0.07690164391195319,0.0008358874338255781,0.3310021624589434,0.6589347929639918
13:15,13:30,15:55,5760,3589,2171,0.6230902777777778,315,8,3266,0.08776818055168571,0.0022290331568682086,0.910002786291446,0.758215189601153,0.758215189601153,0.6784523132410984,78.75,-1.0,135.5979381443299,0.08776818055168571,0.0022290331568682086,0.3302825590961046,0.658215189601153
13:45,14:00,15:30,5760,3646,2114,0.6329861111111111,281,2,3363,0.07707076247942951,0.0005485463521667581,0.9223806911684037,0.7567066075572945,0.7567066075572945,0.6586704060795163,281.0,-1.0,88.45090510148107,0.07707076247942951,0.0005485463521667581,0.3287739770522461,0.6567066075572945
13:45,14:00,15:15,5760,3646,2114,0.6329861111111111,271,0,3375,0.07432803071859573,0.0,0.9256719692814043,0.7528965268471453,0.7528965268471453,0.6589854721633845,,-0.9575467436144932,75.52194185408668,0.07432803071859573,0.0,0.3249638963420969,0.6528965268471453
13:45,14:00,15:55,5760,3646,2114,0.6329861111111111,312,3,3331,0.08557323093801426,0.0008228195282501371,0.9136039495337356,0.7521718182305144,0.7521718182305144,0.6675696396007711,208.0,-1.0,110.81431705979155,0.08557323093801426,0.0008228195282501371,0.324239187725466,0.6521718182305144
13:30,14:00,14:30,5760,3708,2052,0.64375,250,1,3457,0.0674217907227616,0.00026968716289104636,0.9323085221143473,0.7507389616827502,0.7507389616827502,0.6450175318244433,500.0,-1.0,49.82254584681769,0.0674217907227616,0.00026968716289104636,0.32280633117770186,0.6507389616827502
13:15,13:30,14:00,5760,3589,2171,0.6230902777777778,177,1,3411,0.04931735859570911,0.00027862914460852607,0.9504040122596824,0.7501133100870879,0.7501133100870879,0.6618318668537672,354.0,-1.0,37.61688492616328,0.04931735859570911,0.00027862914460852607,0.32218067958203955,0.650113310087088
13:30,14:00,15:45,5760,3708,2052,0.64375,300,7,3401,0.08090614886731391,0.0018878101402373248,0.9172060409924487,0.7494336467386349,0.7494336467386349,0.6611289297740837,85.71428571428571,-1.0,113.9549622437972,0.08090614886731391,0.0018878101402373248,0.3215010162335865,0.6494336467386349
13:00,13:30,14:30,5760,3690,2070,0.640625,254,3,3433,0.06883468834688347,0.0008130081300813008,0.9303523035230352,0.7492498231171782,0.7492498231171782,0.6478326908546072,169.33333333333334,-1.0,74.39674796747967,0.06883468834688347,0.0008130081300813008,0.3213171926121299,0.6492498231171783
13:00,13:15,14:30,5760,3487,2273,0.6053819444444445,249,3,3235,0.07140808718095784,0.0008603383997705764,0.9277315744192716,0.7489328597957546,0.7489328597957546,0.6396963936330508,166.0,-1.0,74.965012905076,0.07140808718095784,0.0008603383997705764,0.32100022929070626,0.6489328597957547
13:00,13:15,15:45,5760,3487,2273,0.6053819444444445,295,11,3181,0.08459994264410668,0.0031545741324921135,0.9122454832234012,0.747966242280324,0.747966242280324,0.6558596981573777,53.63636363636363,-1.0,138.58646400917695,0.08459994264410668,0.0031545741324921135,0.3200336117752757,0.6479662422803241
13:00,13:30,15:45,5760,3690,2070,0.640625,302,11,3377,0.08184281842818428,0.002981029810298103,0.9151761517615176,0.7477217408971156,0.7477217408971156,0.6624723331090805,54.90909090909091,-1.0,138.35013550135503,0.08184281842818428,0.002981029810298103,0.31978911039206726,0.6477217408971156
13:30,14:00,MOC,5760,3708,2052,0.64375,317,8,3383,0.0854908306364617,0.002157497303128371,0.9123516720604099,0.7461440416570635,0.7461440416570635,0.669850105578545,79.25,-1.0,127.44633225458468,0.0854908306364617,0.002157497303128371,0.3182114111520151,0.6461440416570635
13:15,13:30,14:45,5760,3589,2171,0.6230902777777778,264,1,3324,0.07355809417665088,0.00027862914460852607,0.9261632766787405,0.7444787622788782,0.7444787622788782,0.6586727333892117,528.0,-1.0,75.12705488994149,0.07355809417665088,0.00027862914460852607,0.31654613177382984,0.6444787622788782
13:00,13:15,MOC,5760,3487,2273,0.6053819444444445,312,13,3162,0.08947519357613995,0.003728133065672498,0.9067966733581876,0.7438768700296754,0.7438768700296754,0.6636203236777605,48.0,-1.0,152.00372813306566,0.08947519357613995,0.003728133065672498,0.315944239524627,0.6438768700296754
13:00,13:30,MOC,5760,3690,2070,0.640625,319,13,3358,0.08644986449864499,0.0035230352303523035,0.9100271002710028,0.7437622409047003,0.7437622409047003,0.669850105578545,49.07692307692308,-1.0,151.81327913279134,0.08644986449864499,0.0035230352303523035,0.31582961039965196,0.6437622409047004
13:45,14:00,14:00,5760,3646,2114,0.6329861111111111,165,0,3481,0.04525507405375754,0.0,0.9547449259462425,0.743437709797167,0.743437709797167,0.6551844378172571,,-0.34081650361000004,12.433077345035656,0.04525507405375754,0.0,0.3155050792921186,0.643437709797167
13:30,14:00,15:30,5760,3708,2052,0.64375,284,5,3419,0.07659115426105717,0.001348435814455232,0.9220604099244876,0.7411778068382108,0.7411778068382108,0.6438550421937259,113.6,-1.0,100.65533980582525,0.07659115426105717,0.001348435814455232,0.3132451763331624,0.6411778068382108
13:00,13:15,15:30,5760,3487,2273,0.6053819444444445,281,8,3198,0.080585030111844,0.002294235732721537,0.9171207341554345,0.7396871807125524,0.7396871807125524,0.6394507651261386,70.25,-1.0,125.3771149985661,0.080585030111844,0.002294235732721537,0.311754550207504,0.6396871807125524
13:00,13:30,15:30,5760,3690,2070,0.640625,287,8,3395,0.07777777777777778,0.002168021680216802,0.9200542005420054,0.7396096687055987,0.7396096687055987,0.6463601056866843,71.75,-1.0,125.0869918699187,0.07777777777777778,0.002168021680216802,0.31167703820055037,0.6396096687055988
13:15,14:00,14:30,5760,3758,2002,0.6524305555555555,253,1,3504,0.06732304417243215,0.00026609898882384245,0.932410856838744,0.7394175120886628,0.7394175120886628,0.6317698485470076,506.0,-1.0,61.687865886109634,0.06732304417243215,0.00026609898882384245,0.3114848815836144,0.6394175120886628
13:15,14:00,15:45,5760,3758,2002,0.6524305555555555,301,9,3448,0.08009579563597659,0.002394890899414582,0.9175093134646088,0.7388288035033029,0.7388288035033029,0.6522623992552284,66.88888888888889,-1.0,125.82410856838744,0.08009579563597659,0.002394890899414582,0.31089617299825456,0.638828803503303
13:00,13:15,15:15,5760,3487,2273,0.6053819444444445,272,6,3209,0.07800401491253227,0.0017206767995411529,0.9202753082879266,0.7388151745804129,0.7388151745804129,0.6456865275210161,90.66666666666667,-1.0,112.54688844278749,0.07800401491253227,0.0017206767995411529,0.31088254407536453,0.6388151745804129
13:15,13:30,14:15,5760,3589,2171,0.6230902777777778,213,1,3375,0.059348007801616046,0.00027862914460852607,0.9403733630537754,0.7382780343509804,0.7382780343509804,0.6631483378004785,426.0,-1.0,50.15631095012538,0.059348007801616046,0.00027862914460852607,0.310345403845932,0.6382780343509804
14:00,14:30,14:30,5760,3793,1967,0.6585069444444445,240,0,3553,0.06327445293962562,0.0,0.9367255470603744,0.7381828252687112,0.7381828252687112,0.6234685780556514,,-0.5059367907873124,24.560506195623518,0.06327445293962562,0.0,0.3102501947636628,0.6381828252687112
13:45,14:00,14:45,5760,3646,2114,0.6329861111111111,258,0,3388,0.07076247942951179,0.0,0.9292375205704883,0.7380664585275489,0.7380664585275489,0.6499986291148003,,-0.7179142808259603,50.12150301700494,0.07076247942951179,0.0,0.31013382802250056,0.638066458527549
13:30,14:00,15:15,5760,3708,2052,0.64375,274,3,3431,0.07389428263214672,0.0008090614886731392,0.9252966558791802,0.7377046953069307,0.7377046953069307,0.6466162430341524,182.66666666666666,-1.0,87.7259978425027,0.07389428263214672,0.0008090614886731392,0.30977206480188235,0.6377046953069307
13:30,14:00,15:55,5760,3708,2052,0.64375,314,8,3386,0.08468176914778856,0.002157497303128371,0.9131607335490831,0.737070724837938,0.737070724837938,0.6547458473107486,78.5,-1.0,123.0088996763754,0.08468176914778856,0.002157497303128371,0.30913809433288963,0.637070724837938
14:00,14:30,15:45,5760,3793,1967,0.6585069444444445,296,4,3493,0.07803849195887161,0.0010545742156604272,0.920906933825468,0.7368026457589836,0.7368026457589836,0.6413694948121126,148.0,-1.0,88.93013445821249,0.07803849195887161,0.0010545742156604272,0.3088700152539352,0.6368026457589836
13:00,13:30,15:15,5760,3690,2070,0.640625,277,6,3407,0.07506775067750678,0.0016260162601626016,0.9233062330623306,0.7354468816843487,0.7354468816843487,0.6482264877425499,92.33333333333333,-1.0,112.19566395663956,0.07506775067750678,0.0016260162601626016,0.3075142511793003,0.6354468816843487
13:15,14:00,MOC,5760,3758,2002,0.6524305555555555,318,10,3430,0.0846194784459819,0.0026609898882384245,0.9127195316657797,0.7353837167202367,0.7353837167202367,0.6589634544174217,63.6,-1.0,139.3190526875998,0.0846194784459819,0.0026609898882384245,0.30745108621518835,0.6353837167202367
13:00,13:30,15:55,5760,3690,2070,0.640625,316,13,3361,0.08563685636856369,0.0035230352303523035,0.910840108401084,0.7346744833235663,0.7346744833235663,0.6554545352106329,48.61538461538461,-1.0,147.3869918699187,0.08563685636856369,0.0035230352303523035,0.30674185281851796,0.6346744833235664
13:00,13:15,15:55,5760,3487,2273,0.6053819444444445,309,13,3165,0.08861485517636937,0.003728133065672498,0.9076570117579581,0.73440894165565,0.73440894165565,0.6516070589297088,47.53846153846154,-1.0,147.59191281904216,0.08861485517636937,0.003728133065672498,0.3064763111506016,0.63440894165565
13:15,13:30,15:00,5760,3589,2171,0.6230902777777778,268,2,3319,0.07467261075508498,0.0005572582892170521,0.9247701309556979,0.7339279581968652,0.7339279581968652,0.6483646926021447,268.0,-1.0,87.70130955697967,0.07467261075508498,0.0005572582892170521,0.3059953276918168,0.6339279581968652
12:45,13:30,14:30,5760,3761,1999,0.6529513888888889,255,3,3503,0.06780111672427545,0.0007976601967561818,0.9314012230789683,0.7325571670031644,0.7325571670031644,0.6306530668957963,170.0,-1.0,85.71523530975804,0.06780111672427545,0.0007976601967561818,0.30462453649811605,0.6325571670031644
14:00,14:30,MOC,5760,3793,1967,0.6585069444444445,314,5,3474,0.08278407592934353,0.001318217769575534,0.9158977063010809,0.7321515719144024,0.7321515719144024,0.6528809667387759,125.6,-1.0,102.47350382283153,0.08278407592934353,0.001318217769575534,0.304218941409354,0.6321515719144024
13:45,14:00,14:15,5760,3646,2114,0.6329861111111111,205,0,3441,0.05622600109709271,0.0,0.9437739989029073,0.7320347279350824,0.7320347279350824,0.6500765608035985,,-0.41376538574820393,25.039495337356005,0.05622600109709271,0.0,0.304102097430034,0.6320347279350824
13:00,13:15,14:00,5760,3487,2273,0.6053819444444445,178,2,3307,0.051046745053054204,0.0005735589331803843,0.9483796960137654,0.7317215502998853,0.7317215502998853,0.6430275263205307,178.0,-1.0,50.06079724691712,0.051046745053054204,0.0005735589331803843,0.3037889197948369,0.6317215502998853
12:45,13:30,15:45,5760,3761,1999,0.6529513888888889,303,13,3445,0.08056367987237437,0.0034565275192767883,0.9159797926083488,0.7314602102502371,0.7314602102502371,0.6450215302602489,46.61538461538461,-1.0,149.69130550385535,0.08056367987237437,0.0034565275192767883,0.30352757974518874,0.6314602102502371
13:15,14:00,15:30,5760,3758,2002,0.6524305555555555,286,6,3466,0.07610431080361894,0.0015965939329430547,0.922299095263438,0.7306214201928763,0.7306214201928763,0.6345468228516298,95.33333333333333,-1.0,112.52527940393827,0.07610431080361894,0.0015965939329430547,0.302688789687828,0.6306214201928764
13:00,13:15,14:45,5760,3487,2273,0.6053819444444445,260,3,3224,0.07456266131344996,0.0008603383997705764,0.9245770002867795,0.729860322674388,0.729860322674388,0.642110687565605,173.33333333333334,-1.0,87.35790077430455,0.07456266131344996,0.0008603383997705764,0.3019276921693397,0.6298603226743881
13:45,14:30,14:30,5760,3831,1929,0.6651041666666667,245,0,3586,0.06395197076481336,0.0,0.9360480292351866,0.7293380594893528,0.7293380594893528,0.6178406439688138,,-0.7424919693170915,36.53484729835552,0.06395197076481336,0.0,0.30140542898430445,0.6293380594893528
14:00,14:30,15:30,5760,3793,1967,0.6585069444444445,278,3,3512,0.07329290798839969,0.0007909306617453203,0.925916161349855,0.728575573973757,0.728575573973757,0.6266423770602111,185.33333333333334,-1.0,75.58265225415239,0.07329290798839969,0.0007909306617453203,0.3006429434687087,0.6285755739737571
